ISO,pho,con,son,obs,vow,mon,qua,ton,fam,genus,geoLat,geoLong,pop,logPop
tur,40,24,6,18,16,16,8,0,altc,Turkic,39:00:00,35:00:00,46300000,7.665580991
tvd,52,38,9,29,12,12,6,2,ncon,,11:06,5:15,150000,5.176091259
twf,38,26,12,14,12,12,6,0,kita,Kiowa-Tanoan,36:30:00,#VALUE!,930,2.968482949
txx,21,17,8,9,4,4,4,0,anes,Northwest Malayo-Polynesian,5:30,115:30:00,5500,3.740362689
tyv,37,21,7,14,16,16,8,0,altc,Turkic,51:00:00,96:00:00,235000,5.371067862
tzh,30,25,7,18,5,5,5,0,maya,Mayan,17:09,#VALUE!,90000,4.954242509
tzj,35,25,6,19,10,10,5,0,maya,Mayan,14:36,#VALUE!,50000,4.698970004
tzo,26,21,5,16,5,5,5,0,maya,,16:21,#VALUE!,264230,5.421982125
ukr,30,24,6,18,6,6,6,0,ieur,Slavic,50:00:00,30:00:00,31100000,7.492760389
ulw,28,22,14,8,6,6,3,0,misu,,,,6700,3.826074803
ung,24,18,13,5,6,6,6,0,aust,Wororan,#VALUE!,126:30:00,82,1.913813852
unr,37,32,14,18,5,5,5,0,ausa,Munda,,,1550000,6.190331698
usa,22,17,13,4,5,5,5,0,trng,Eastern Highlands,#VALUE!,145:35:00,1300,3.113943352
ute,37,19,5,14,18,18,9,0,utaz,Numic,37:10:00,-109:0,1980,3.29666519
uvh,24,16,6,10,8,8,6,0,trng,,#VALUE!,146:35:00,2500,3.397940009
uzn,30,24,6,18,6,6,6,0,altc,Turkic,40:00:00,66:00:00,16500000,7.217483944
vag,54,24,9,15,30,30,10,0,ncon,Gur,9:23,#VALUE!,13500,4.130333768
vai,33,22,6,16,11,11,7,0,ncon,Western Mande,7:00,#VALUE!,104000,5.017033339
vam,28,12,4,8,16,16,8,0,skoo,Western Skou,#VALUE!,141:20:00,2670,3.426511261
var,26,12,5,7,14,5,5,0,utaz,Tarahumaran,27:50:00,#VALUE!,2840,3.45331834
vie,39,21,7,14,12,12,11,6,ausa,Viet-Muong,10:30,106:30:00,65800000,7.818225894
vut,59,30,14,16,24,24,8,5,ncon,,5:10,12:10,20000,4.301029996
wan,36,21,4,17,12,12,7,3,ncon,Eastern Mande,7:38,#VALUE!,22000,4.342422681
wap,29,17,4,13,12,12,4,0,arwk,Arawakan,2:45,#VALUE!,6000,3.77815125
was,32,26,11,15,6,6,6,0,hoka,Washo,39:00:00,#VALUE!,10,1
way,16,9,5,4,7,7,7,0,cari,Cariban,3:12,#VALUE!,400,2.602059991
wba,21,11,4,7,10,10,5,0,_wba,Warao,9:15,#VALUE!,28100,4.44870632
wbm,49,27,14,13,22,9,9,0,ausa,,21:13,99:28:00,40000,4.602059991
wgi,23,17,10,7,6,6,6,0,trng,Chimbu,#VALUE!,144:40:00,39000,4.591064607
wic,29,21,6,15,8,8,4,0,cadd,Caddoan,34:20:00,#VALUE!,1,0
wim,23,13,8,5,10,10,5,0,aust,Pama-Nyungan,#VALUE!,141:50:00,840,2.924279286
wit,35,30,5,25,5,5,5,0,penu,Wintuan,40:00:00,#VALUE!,5,0.698970004
wms,26,16,8,8,10,5,5,0,trng,Awju-Dumut,#VALUE!,140:30:00,3000,3.477121255
wnc,21,14,11,3,7,7,7,0,trng,Finisterre-Huon,#VALUE!,146:30:00,8200,3.913813852
wnu,20,14,7,7,6,6,6,0,trng,Madang,#VALUE!,145:20:00,1400,3.146128036
wob,48,15,3,12,27,27,9,6,ncon,Kru,7:25,#VALUE!,156000,5.193124598
woc,20,15,7,8,5,5,5,0,anes,,#VALUE!,144:05:00,1620,3.209515015
woi,28,16,10,6,12,12,12,0,trng,Greater Alor,#VALUE!,124:45:00,16500,4.217483944
wol,40,26,11,15,14,14,7,0,ncon,Northern Atlantic,15:30,-16:0,3930000,6.59439255
wos,23,16,7,9,7,7,7,0,sepr,Middle Sepik,#VALUE!,142:50:00,7200,3.857332496
wrs,22,13,9,4,9,9,9,0,trng,Border,#VALUE!,141:05:00,2500,3.397940009
wti,29,24,14,10,5,5,5,0,nsah,Berta,10:15,34:40:00,125000,5.096910013
wtm,50,30,9,21,20,20,10,0,ieur,,,,5.00E+06,6.698970004
wuu,41,29,9,20,9,9,6,3,sitb,Chinese,31:40:00,119:55:00,77200000,7.8876173
wwa,41,13,4,9,25,25,7,3,ncon,Gur,10:35,1:40,50000,4.698970004
wya,17,11,4,7,6,6,4,0,iroq,Northern Iroquoian,44:20:00,#VALUE!,24,1.380211242
wyb,18,15,10,5,3,3,3,0,aust,Pama-Nyungan,-31:0,147:15:00,12,1.079181246
xaw,31,25,12,13,6,6,6,0,utaz,Numic,36:30:00,#VALUE!,5,0.698970004
xmf,35,30,5,25,5,5,5,0,kart,Kartvelian,42:30:00,42:00:00,5.00E+05,5.698970004
xmt,20,15,6,9,5,5,5,0,anes,,-2:0,130:00:00,1250,3.096910013
xom,31,23,7,16,8,8,8,0,nsah,Koman,9:00,34:00:00,10000,4
xon,42,22,9,13,12,12,6,8,ncon,Gur,9:55,0:05,5.00E+05,5.698970004
xpe,49,32,11,21,14,14,7,3,ncon,Western Mande,7:00,-10:0,487000,5.687528961
xrb,26,16,7,9,7,7,7,3,ncon,,10:30,#VALUE!,35000,4.544068044
xsm,40,19,7,12,20,20,10,1,ncon,Gur,11:10,#VALUE!,120000,5.079181246
xsu,24,11,4,7,13,13,7,0,yano,Yanomam,4:00,#VALUE!,4610,3.663700925
xtc,32,23,8,15,7,7,7,2,nsah,Kadugli,11:05,29:30:00,75000,4.875061263
xub,37,22,9,13,15,12,6,0,drav,Southern Dravidian,11:45,76:30:00,32000,4.505149978
xwa,45,29,8,21,16,16,9,0,_xwa,,,,25,1.397940009
xxk,30,24,11,13,6,6,6,0,anes,Central Malayo-Polynesian,#VALUE!,121:15:00,40000,4.602059991
yad,23,11,5,6,12,12,6,0,pbya,Peba-Yaguan,#VALUE!,-72:0,5690,3.755112266
yal,33,19,8,11,14,14,7,0,ncon,,10:00,-11:0,55500,4.744292983
yam,38,26,7,19,8,8,8,4,ncon,Bantoid,6:27,11:00,40800,4.610660163
yap,44,28,11,17,16,16,8,0,anes,Yapese,9:30,138:10:00,6590,3.818885415
yaq,22,17,6,11,5,5,5,0,utaz,Cahita,27:45:00,#VALUE!,14000,4.146128036
yas,26,15,5,10,7,7,7,4,ncon,Bantoid,4:40,11:15,35000,4.544068044
yat,28,18,7,11,8,8,8,2,ncon,,4:50,10:55,3700,3.568201724
ybb,35,21,6,15,8,8,8,6,ncon,Bantoid,5:27,10:00,3.00E+05,5.477121255
ycn,21,16,7,9,5,5,5,0,arwk,Arawakan,0:45,-71:0,1800,3.255272505
ydd,47,38,12,26,9,6,6,0,ieur,Germanic,51:45:00,19:25,215000,5.33243846
yer,32,26,12,14,6,6,6,0,ncon,Platoid,9:00,10:00,3.00E+05,5.477121255
yey,90,77,18,59,13,13,5,0,ncon,Bantoid,#VALUE!,22:35,20000,4.301029996
ygr,23,14,4,10,9,5,5,0,trng,Eastern Highlands,#VALUE!,145:25:00,21100,4.324282455
yii,16,13,9,4,3,3,3,0,aust,Pama-Nyungan,#VALUE!,146:15:00,12,1.079181246
ykg,26,20,12,8,6,6,6,0,yuka,Yukaghir,69:00:00,154:20:00,90,1.954242509
yll,23,12,7,5,11,7,7,0,torr,Wapei-Palei,#VALUE!,142:10:00,2470,3.392696953
yor,29,18,6,12,11,11,7,0,ncon,Defoid,8:00,4:00,18900000,7.276461804
yrb,18,13,5,8,5,5,5,0,trng,Yareban,#VALUE!,148:35:00,750,2.875061263
yre,45,23,7,16,18,18,9,4,ncon,,7:00,#VALUE!,24600,4.390935107
yrk,34,26,11,15,8,8,5,0,urlc,Samoyedic,66:30:00,70:00:00,31300,4.495544338
yss,20,16,10,6,4,4,4,0,sepr,Tama Sepik,#VALUE!,142:35:00,1990,3.298853076
yua,30,20,7,13,10,10,10,0,maya,Mayan,19:15,#VALUE!,7.00E+05,5.84509804
yuc,49,38,8,30,11,11,6,0,_yuc,Yuchi,35:30:00,#VALUE!,50,1.698970004
yue,32,22,9,13,5,5,5,5,sitb,Chinese,23:00,113:00:00,5.20E+07,7.716003344
yul,42,35,15,20,7,7,7,0,nsah,Bongo-Bagirmi,8:55,22:50,4000,3.602059991
yum,38,28,11,17,10,10,5,0,hoka,Yuman,33:00:00,#VALUE!,150,2.176091259
yur,35,23,7,16,12,12,6,0,algi,Yurok,41:20:00,124:00:00,12,1.079181246
yux,33,21,9,12,12,12,6,0,yuka,Yukaghir,64:20:00,154:20:00,30,1.477121255
yuz,25,18,7,11,7,7,7,0,_yuz,Yuracare,#VALUE!,#VALUE!,2680,3.428134794
yva,19,14,6,8,5,5,5,0,geba,Yawa,#VALUE!,136:15:00,6000,3.77815125
ywn,18,14,5,9,4,4,4,0,pano,,-9:0,#VALUE!,450,2.653212514
zab,47,29,12,17,18,18,18,0,otma,Zapotecan,16:54,#VALUE!,28000,4.447158031
zmr,24,19,11,8,5,5,5,0,aust,Western Daly,#VALUE!,130:10:00,15,1.176091259
zne,35,19,6,13,16,16,8,0,ncon,Ubangi,4:15,26:00:00,730000,5.86332286
zoc,22,16,6,10,6,6,5,0,mizo,Mixe-Zoque,17:03,#VALUE!,10000,4
zoh,26,20,7,13,6,6,6,0,mizo,Mixe-Zoque,16:48,#VALUE!,4500,3.653212514
zpq,66,29,10,19,32,15,15,5,otma,Zapotecan,17:15,#VALUE!,1000,3
zsm,27,21,6,15,6,6,6,0,anes,Malayic,,,1,0
ztp,30,23,9,14,7,7,7,0,otma,,16:04,#VALUE!,75000,4.875061263
zts,30,22,6,16,6,6,6,2,otma,,16:47,#VALUE!,7000,3.84509804
zul,43,35,8,27,5,5,5,3,ncon,Bantoid,-29:0,30:00:00,9980000,6.999130541
zun,54,44,10,34,10,10,5,0,_zun,Zuni,34:55:00,109:00:00,9650,3.984527313
