"","ISO","lang.family","lang.genus","native.country","native.country.area","language","lat","lon","area","perimeter","n.neighbors","mean.temp","sum.precip","sd.temp","sd.precip","growing.season","pop_log","morphological.complexity","complexity.bias","p.complexity.bias","mono.complexity.bias","open.complexity.bias","morphological.complexity.ld","propPresent","adjusted.complexity","ratio.L2.L1","scaled.LDT.ZM","scaled.LDT.H","scaled.LDT.TTR","stock","region","n.L1.speakers","n.L2.speakers","TTR.LDT","n.phonemes","n.consonants","n.vowels","n.sonorants","n.obstruents","n.monophthongs","n.qual.monophthongs","n.tones","mean.length","mean.dependency.length","information.density","syllable.rate","information.rate","mean.aoa","normalized.vowel.diversity","normalized.consonant.diversity","normalized.tone.diversity","normalized.phoneme.diversity","distance.from.origin"
"64","lun","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","lunda",-10.67,24,4350977.33333333,2140151,17,21.0898,108.463333333333,98.9996666666667,1.3337,7,5.60206,13,NA,NA,NA,NA,-1,0.25,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,22,10,7,15,10,5,0,3.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","lch","Niger-Congo","Bantoid","Angola","Africa","lucazi",-14,20,2684711.5,790190,6.5,20.2417,86.4165,92.8325,2.5439,6,5.32098,14,NA,NA,NA,NA,0,0.08333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,32,10,16,16,10,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","lue","Niger-Congo","Bantoid","Angola","Africa","luvale",-12,22,5264430,1610599,14.5,20.04375,113.9585,107.957,1.80825,7,5.82543,19,NA,NA,NA,NA,-9,0.83333,-7.49997,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,22,10,12,10,10,5,4,4.05769230769231,NA,NA,NA,NA,NA,-0.4846364,-0.7169629,0.54663194,-0.218322461,1823.445
"67","ndo","Niger-Congo","Bantoid","Namibia","Africa","ndonga",-18,17,2108641.5,1104342.5,11.5,22.14375,42.375,47.3825,3.5902,4,5.84025,16,NA,NA,NA,NA,-3,0.41667,-1.25001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76811594202899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","umb","Niger-Congo","Bantoid","Angola","Africa",NA,-12.5,15,15557863,2266400,12,20.4964,101.533,91.7495,1.48015,6.2857,6.60237,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15492957746479,NA,NA,NA,NA,NA,-0.4846364,0.12048546,0.54663194,0.060826985,1389.191
"69","yaf","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa",NA,-7,17.5,2124894,935848.5,13,NA,NA,NA,NA,NA,5.95424,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07608695652174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","ajp","Afro-Asiatic","Semitic","Palestinian West Bank and Gaza","Asia","arabicpalestinian",32,35.25,934843.333333333,651303.333333333,10.6666666666667,20.3604375,37.648875,43.733625,5.756,4.5665875,6.78852,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2741935483871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","ayc","Aymaran","Aymaran","Peru","South America","aymara central",-17,-69,5197080.8,1347249.4,5.2,7.7083,49.708,48.984,2.2948,7.5,6.34785,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9375,NA,NA,NA,NA,NA,-1.2345266,0.9579338,-0.7687792,-0.348457316,25571.11
"72","cag","Matacoan","Matacoan","Paraguay","South America","chulupi",-23.5,-60.5,895068.5,420672.5,6.5,22.875,44.667,27.711,3.9733,6,4.26007,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,22,6,13,9,6,6,0,4.6,NA,NA,NA,NA,NA,-1.2345266,0.12048546,-0.7687792,-0.627606761,26597.79
"73","gui","Tupian","Tupi-Guaraní","Paraguay","South America","chiriguano",-23.67,-64.33,1530477,508480.666666667,3.33333333333333,23.25,59.583,58.761,4.0831,5,4.68997,13,NA,NA,NA,NA,0,0.08333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.60526315789474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","crq","Matacoan","Matacoan","Paraguay","South America","chorote",-22.5,-62.5,58645.25,166969.75,5.5,23.4708,35.667,31.993,4.0849,3,3.30276,13,NA,NA,NA,NA,-1,0.08333,-0.08333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","pue","Chon","Puelche","Argentina","South America","gununakune",-41,-67,NA,NA,NA,NA,NA,NA,NA,NA,1.69897,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","gug","Tupian","Tupi-Guaraní","Paraguay","South America","guarani",-26,-56,NA,NA,NA,22.125,135,33.726,3.6332,12,6.68556,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,24,12,9,15,12,6,0,5.34574468085106,NA,NA,NA,NA,NA,-0.4846364,0.12048546,-0.7687792,-0.377643382,27074.66
"77","kgk","Tupian","Tupi-Guaraní","Paraguay","South America","kaiwa",-25,-55,1690897.5,811844,5.5,NA,NA,NA,NA,NA,4.19067,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1969696969697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","lit","Indo-European","Baltic","Lithuania","Europe","lithuanian",55,24,6457464,2037155,6,6.38830526315789,51.9388947368421,15.6718947368421,8.57934210526316,6.96491052631579,6.49489,17,0.32680553,0.166622615,0.23150167,0.282069173,-3,0.375,-1.125,0.216405327,0.951217037,0.968806532,1.125826536,"Indo-European","Inner Asia",3327090,720000,0.516655337,47,36,11,9,27,11,5,0,5.665,NA,NA,NA,NA,4.07240802675585,NA,NA,NA,NA,NA
"79","aed","Sign Languages","","Argentina","South America","lenguadesenasargentina",-34,-63,NA,NA,NA,16,70.5,44.166,5.4155,10,1.699,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","arn","Araucanian","Araucanian","Chile","South America","mapudungun",-38,-72,7956435.5,1923419,2,12.4139,117.417,90.652,4.0773,10,5.47712,18,NA,NA,NA,NA,-9,0.83333,-7.49997,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,20,6,11,9,6,6,0,4.64018691588785,NA,NA,NA,NA,NA,-0.4846364,0.12048546,-0.7687792,-0.377643382,27783.66
"81","moc","Guaicuruan","Guaicuruan","Argentina","South America","mocovi",-31.5,-62,129982,643416,2,17.7708,76.958,43.458,5.0577,11,3.65562,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,23,8,8,15,8,4,0,5.21052631578947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","plg","Guaicuruan","Guaicuruan","Argentina","South America","pilaga",-25,-60,3627644,776285,3,NA,NA,NA,NA,NA,3.30103,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,18,4,7,11,4,4,0,5.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","quh","Quechuan","Quechuan","Bolivia","South America","quechuacochabamba",-18.75,-66,6443506,1087341.66666667,5,12.29665,41.271,41.448,2.31455,5.5,6.5608,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,32,5,9,23,5,5,0,4.44594594594595,NA,NA,NA,NA,NA,-0.4846364,0.9579338,-0.7687792,-0.098493936,25742.48
"84","slo","Indo-European","Slavic","Slovenia","Europe","slovak",46,15,563373.75,363759.75,6.25,6.60315714285714,117.257714285714,28.7337142857143,6.95197142857143,6.1746,6.29771,14,0.348116332,0.211329557,0.219633389,0.296663628,NA,NA,NA,NA,NA,NA,NA,NA,NA,5187740.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,NA,NA,NA,3.58819397993311,NA,NA,NA,NA,NA
"85","teh","Chon","Chon Proper","Argentina","South America",NA,-48,-68,2406957,840856,0,NA,NA,NA,NA,NA,1.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,28,7,7,21,7,7,0,4.94117647058824,NA,NA,NA,NA,NA,-1.2345266,0.9579338,-0.7687792,-0.348457316,28932.73
"86","tob","Guaicuruan","Guaicuruan","Argentina","South America",NA,-26.5,-59,1946691.33333333,604966.666666667,2.66666666666667,21.8917,98.333,41.592,4.0795,11,4.31505,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,21,7,8,13,7,4,0,7.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","wel","Indo-European","Celtic","United Kingdom","Europe","welsh",52,-3,2569125,1134402,0.5,9.09653333333333,86.3336666666667,26.904,5.1071,7.66666666666667,5.72937,17,0.423136802,0.291470977,0.319895904,0.39116793,-2,0.54167,-1.08334,NA,NA,NA,NA,NA,NA,536890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","yid","Indo-European","Germanic","Ukraine","Asia","yiddish",52,23,NA,NA,NA,NA,NA,NA,NA,NA,4.69205,13,0.501937634,0.380312483,0.354998549,0.475059683,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","kor","Korean","Korean","Korea-South","Asia","korean",37.5,128,9968884.25,11274009,6.75,10.0626548387097,103.148032258065,97.427,10.8965741935484,6.96064838709677,7.8262,16,0.175946116,0.052958746,0.139882955,0.130842675,-6,0.83333,-4.99998,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,22,18,11,11,18,10,0,3.9040404040404,21,NA,NA,NA,NA,1.3900889,0.12048546,-0.7687792,0.247265066,12738.18
"90","smo","Austronesian","Oceanic","Samoa","Australia and Oceania",NA,-13.92,-171.83,29730.5,619538.5,0.5,26.3667,246.5,104.407,0.3869,12,5.5686,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67934782608696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","ton","Austronesian","Oceanic","Tonga","Australia and Oceania",NA,-21.17,-175.17,61408,2757341,0,23.6,142.583,47.634,1.7735,12,5.02251,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,12,5,4,8,5,5,0,4.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","gsw","Indo-European","Germanic","Switzerland","Europe","alsatian",48.5,7.5,1102467.33333333,625265.333333333,9.33333333333333,9.5055,75.639,18.86375,6.597825,7.133325,6.78132,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83974358974359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","ces","Indo-European","Slavic","Czech Republic","Europe","czech",50,15,3856439.5,963236.5,7.5,7.2792,55.354,18.93,7.3488,6.75,7.06164,13,0.359396615,0.215136338,0.231852719,0.306104197,-2,0.33333,-0.66666,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,25,13,7,18,10,5,0,4.225,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","bar","Indo-European","Germanic","Germany","Europe","germanupperaustrian",47,14,NA,NA,NA,5.0694,109.389,30.833,7.2189,6,6.88465,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","hun","Uralic","Ugric","Hungary","Europe","hungarian",47,20,2322001,1102436.2,13.6,9.845425,51.6375,15.5,8.22895,7.0644,7.13391,21,0.390903826,0.246434954,0.209860631,0.338604762,-9,0.95833,-8.62497,0.015107882,0.711870862,0.594636857,0.818228743,"Uralic","Europe",13500635,203966,0.476623377,65,50,15,14,36,15,8,0,3.72592592592593,23.2,NA,NA,NA,3.98658862876254,1.3900889,0.9579338,-0.7687792,0.526414511,6368.741
"96","ard","Australian","Pama-Nyungan","Australia","Australia and Oceania","arabana",-28.25,136.25,1303397,416781,2,NA,NA,NA,NA,NA,1.69897,15,NA,NA,NA,NA,-1,0.25,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.83928571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","adt","Australian","Pama-Nyungan","Australia","Australia and Oceania","adynyamathanha",-30.5,139.5,1286975,570443,1,19.4375,13.292,5.868,6.3165,0,1.69897,14,NA,NA,NA,NA,0,0.08333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","ady","Northwest Caucasian","Northwest Caucasian","Russia","Eurasia","adygheabzakh",45.23,40.58,204646.6,336956.4,5.2,15.45748,35.9638,23.4562,6.93604,5.46666,5.69826,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18421052631579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","afr","Indo-European","Germanic","South Africa","Africa","afrikaans",-31,22,26348722.3333333,1920454,31.6666666666667,15.82026,21.6184,14.0137,5.33202,1.82407,6.77567,13,0.536195309,0.414830124,0.400452461,0.501775982,-1,0.25,-0.25,1.883867782,-0.259202059,-0.620362926,-0.56855172,"Indo-European","S Africa",5467475,10300000,0.296142433,NA,NA,NA,NA,NA,NA,NA,NA,3.4875,NA,NA,NA,NA,3.94193181818182,NA,NA,NA,NA,NA
"100","alh","Australian","Maran","Australia","Australia and Oceania","alawa",-15.17,134.25,2054892,560640,6,NA,NA,NA,NA,NA,1.69897,14,NA,NA,NA,NA,-1,0.33333,-0.33333,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,23,5,17,6,5,4,0,5.40740740740741,NA,NA,NA,NA,NA,-1.2345266,0.9579338,-0.7687792,-0.348457316,16364.65
"101","aly","Australian","Pama-Nyungan","Australia","Australia and Oceania","alyawarra",-22.5,135,12743915,1619556,10,NA,NA,NA,NA,NA,3.17609,16,NA,NA,NA,NA,-1,0.29167,-0.29167,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,25,7,19,6,7,4,0,5.46428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","aer","Australian","Pama-Nyungan","Australia","Australia and Oceania","arrerntemparntwe",-24,136,3243214,721083,5,20.175,25.083,13.494,6.4193,1,3.33746,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,27,3,15,12,3,3,0,5.67088607594937,NA,NA,NA,NA,NA,-1.2345266,0.9579338,-0.7687792,-0.348457316,17174.91
"103","aoi","Australian","Anindilyakwa","Australia","Australia and Oceania","anindilyakwa",-14,136.5,34215,1246701,1,NA,NA,NA,NA,NA,3,14,NA,NA,NA,NA,0,0.16667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","asf","Sign Languages","","Australia","Australia and Oceania","auslan",-30,145,NA,NA,NA,NA,NA,NA,NA,NA,4.14613,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","are","Australian","Pama-Nyungan","Australia","Australia and Oceania","arrerntewestern",-24,132.5,3651296,1451126,10,20.175,25.083,13.494,6.4193,1,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,26,3,20,6,3,3,0,5.58547008547009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","wdj","Australian","Anson Bay","Australia","Australia and Oceania","bachamal",-13.17,130.17,54470,571331,4,NA,NA,NA,NA,NA,1.69897,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45977011494253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","gup","Australian","Gunwinygic","Australia","Australia and Oceania","bininjgunwok",-12.5,133.75,977046,733927,15,NA,NA,NA,NA,NA,3.17926,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,19,5,13,6,5,5,0,6.42237442922374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","bia","Australian","Pama-Nyungan","Australia","Australia and Oceania","badimaya",-27.67,118,1227902,492456,1,21.8625,19.167,9.334,6.5519,2,1.69897,12,NA,NA,NA,NA,0,0.16667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62068965517241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","bzr","Australian","Pama-Nyungan","Australia","Australia and Oceania","biri",-20.5,146.5,NA,NA,NA,23.9417,58.333,45.528,3.6235,5,1.69897,13,NA,NA,NA,NA,-2,0.25,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86206896551724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","bjt","Niger-Congo","Northern Atlantic","Australia","Australia and Oceania","balanta",12.25,-15.33,1012479,858872,20,26.7666666666667,129.388666666667,181.427,1.04326666666667,5,5.59439,14,NA,NA,NA,NA,-1,0.125,-0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37931034482759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","bck","Australian","Bunuban","Australia","Australia and Oceania","bunuba",-17.75,125.75,49909,252827,3,27.1667,45.583,55.646,4.5306,4,1.69897,14,NA,NA,NA,NA,0,0.08333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","bdy","Australian","Pama-Nyungan","Australia","Australia and Oceania","bandjalang",-28.75,153,32787,426774,0,18.2229,97.875,43.69,4.1662,11.75,1.69897,14,NA,NA,NA,NA,-1,0.29167,-0.29167,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,12,4,8,4,4,4,0,5.4041095890411,NA,NA,NA,NA,NA,-1.2345266,-1.5544112,-0.7687792,-1.185905651,18758.94
"113","bjb","Australian","Pama-Nyungan","Australia","Australia and Oceania","banggarla",-32,137,NA,NA,NA,18.2917,18.75,4.267,5.6811,1,1.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","nbj","Australian","Pama-Nyungan","Australia","Australia and Oceania","bilinarra",-16,131.67,1808151,609912,7,NA,NA,NA,NA,NA,2.23045,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,17,6,12,5,6,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","bcj","Australian","Nyulnyulan","Australia","Australia and Oceania","bardi",-16.58,122.92,9229,203986,1,NA,NA,NA,NA,NA,1.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,17,7,12,5,7,4,0,5.38461538461539,NA,NA,NA,NA,NA,-1.2345266,-0.7169629,-0.7687792,-0.906756206,15678.92
"116","tcs","Creoles and Pidgins","","Australia","Australia and Oceania","broken",-10.17,143,NA,NA,NA,NA,NA,NA,NA,NA,4.36922,14,NA,NA,NA,NA,-2,0.25,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53763440860215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","eus","Basque","Basque","Spain","Europe","basque",43.0714285714286,-2.78571428571429,701941.5,398218.5,5,13.9833,107.5,38.328,4.1286,12,5.50804,26,0.416244056,0.282812235,0.283121614,0.400411865,-5,0.91667,-4.58335,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,23,5,7,16,5,5,0,4.96,20.9,NA,NA,NA,NA,-0.4846364,0.12048546,-0.7687792,-0.377643382,8024.965
"118","bvr","Australian","Burarran","Australia","Australia and Oceania","burarra",-12.25,134.58,59199,377120,9,NA,NA,NA,NA,NA,2.60206,14,NA,NA,NA,NA,0,0.08333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,16,5,11,5,5,5,0,5.63157894736842,NA,NA,NA,NA,NA,-0.4846364,-0.7169629,-0.7687792,-0.656792827,16186.07
"119","cja","Austronesian","Sundic","Cambodia","Asia","chamwestern",12,105.5,205240,840950.5,7,27.1838363636364,143.082545454545,112.316818181818,1.19924545454545,8.12120909090909,5.40329,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,24,9,8,16,9,9,2,4.375,NA,NA,NA,NA,NA,1.3900889,0.12048546,0.54663194,0.685735432,12011.21
"120","cld","Afro-Asiatic","Semitic","Iraq","Asia","chaldeanmodern",36,43,19182,215365,6,20.3333,35.083,32.481,10.0748,6,5.31387,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","yue","Sino-Tibetan","Chinese","China","Asia","cantonese",23,113,12382924,0,23,13.183355,140.11785,94.19045,5.005655,7.772255,7.73886,12,NA,NA,NA,NA,-3,0.41667,-1.25001,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,22,5,9,13,5,5,5,4.58,NA,NA,NA,NA,NA,1.3900889,0.12048546,1.86204304,1.124205799,12172.55
"122","dhr","Australian","Pama-Nyungan","Australia","Australia and Oceania","dhargari",-23.75,114.92,57863,350626,1,NA,NA,NA,NA,NA,1.69897,13,NA,NA,NA,NA,-1,0.16667,-0.16667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","dhu","Australian","Pama-Nyungan","Australia","Australia and Oceania","dhurga",-35.67,150,NA,NA,NA,NA,NA,NA,NA,NA,1.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17931034482759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","tbh","Australian","Pama-Nyungan","Australia","Australia and Oceania","dharawal",-34.5,150.5,NA,NA,NA,15.02,91.35,26.614,4.1752,12,1.69897,14,NA,NA,NA,NA,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","dif","Australian","Pama-Nyungan","Australia","Australia and Oceania","diyari",-28,139,NA,NA,NA,NA,NA,NA,NA,NA,1.69897,14,NA,NA,NA,NA,0,0.16667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","dyy","Australian","Pama-Nyungan","Australia","Australia and Oceania","djabugay",-16.75,145.58,7404,100243,1,24.275,167.5,167.637,2.3638,8,1.69897,15,NA,NA,NA,NA,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35897435897436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","jig","Australian","West Barkly","Australia","Australia and Oceania","djingili",-17.75,134,873065,357727,5,NA,NA,NA,NA,NA,1.69897,15,NA,NA,NA,NA,0,0.16667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07692307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","djr","Australian","Pama-Nyungan","Australia","Australia and Oceania","djambarrpuyngu",-12.17,135.5,647,29418,4,27.05,122.417,145.843,1.59,6,2.65321,13,NA,NA,NA,NA,0,0.08333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67171717171717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","dji","Australian","Pama-Nyungan","Australia","Australia and Oceania","djinang",-12.33,134.83,59661,286285,8,NA,NA,NA,NA,NA,2.39794,14,NA,NA,NA,NA,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","duj","Australian","Pama-Nyungan","Australia","Australia and Oceania","djapu",-12.67,136,1082908,2692094,8,NA,NA,NA,NA,NA,2.69897,12,NA,NA,NA,NA,-4,0.29167,-1.16668,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,20,3,13,7,3,3,0,5.94871794871795,NA,NA,NA,NA,NA,-1.2345266,0.12048546,-0.7687792,-0.627606761,16336.86
"131","ddj","Australian","Pama-Nyungan","Australia","Australia and Oceania","djaru",-18.75,128,3527713,842851,7,NA,NA,NA,NA,NA,2.39794,14,NA,NA,NA,NA,-1,0.16667,-0.16667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78846153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","dbl","Australian","Pama-Nyungan","Australia","Australia and Oceania","dyirbal",-17.83,145.58,29560,188197,2,20.0333,100.75,86.777,2.9046,8,1.69897,17,NA,NA,NA,NA,-1,0.29167,-0.29167,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13,3,9,4,3,3,0,5.55357142857143,NA,NA,NA,NA,NA,-1.2345266,-1.5544112,-0.7687792,-1.185905651,17506.48
