language,genus_pk,WALS,ISO,latitude,longitude,macroarea,name,pk
kimaghama,217,kim,kig,-8,138.5,Papunesia,Kimaghama,1687
kinga,274,kga,zga,-9,34,Africa,Kinga,1246
kinnauri,389,knn,kfk,31.5,78,Eurasia,Kinnauri,1603
kinyarwanda,274,kin,kin,-2,30,Africa,Kinyarwanda,1761
kiowa,215,kio,kio,37,-99,North America,Kiowa,2448
kipea,202,kri,kzw,-10,-37,South America,Kipea,1871
kire,234,kie,geb,-4.25,144.75,Papunesia,Kire,1079
kirghiz,19,kgz,kir,42,75,Eurasia,Kirghiz,2113
kirghizfuyu,19,kfy,kir,47.75,124.4166667,Eurasia,Kirghiz (Fu-Yu),136
kiribati,87,krb,gil,1.333333333,173,Papunesia,Kiribati,2363
kirikiri,228,kkr,kiy,-3,137.1666667,Papunesia,Kirikiri,547
kirma,290,kir,cme,10.25,-4.833333333,Africa,Kirma,1512
kisar,75,ksr,kje,-8.083333333,127.1166667,Papunesia,Kisar,806
kisi,291,kis,"kqs, kss",8.833333333,-10.16666667,Africa,Kisi,2311
kisisouthern,291,kss,kss,8.5,-10.25,Africa,Kisi (Southern),1247
kitja,56,kij,gia,-17.5,127.75,Australia,Kitja,137
kitsai,115,kit,kii,31.83333333,-96.5,North America,Kitsai,703
kituba,331,ktb,ktu,-5,17.5,Africa,Kituba,360
kiwai,216,kiw,"kiw, kjd",-8,143.5,Papunesia,Kiwai,2125
klamath,353,klm,kla,42.5,-121.5,North America,Klamath,2289
klao,277,kla,klu,4.75,-8.75,Africa,Klao,1645
koasati,260,koa,cku,34.83333333,-85.16666667,North America,Koasati,2459
kobon,437,kob,kpw,-5.166666667,144.3333333,Papunesia,Kobon,2477
kodava,149,kod,kfa,12.16666667,76.83333333,Eurasia,Kodava,1120
koegu,322,koe,xwg,7,36.08333333,Africa,Koegu,1688
kohlakka,279,klk,xuo,8,15.5,Africa,Koh (Lakka),882
kohumono,293,koh,bcs,6,8.116666667,Africa,Kohumono,1179
koialimountain,439,kmo,kpx,-9,147.5,Papunesia,Koiali (Mountain),1646
koiari,439,koi,kbk,-9.5,147.3333333,Papunesia,Koiari,1899
koita,439,kta,kqi,-9.333333333,147.0833333,Papunesia,Koita,1604
kokborok,383,kok,trp,24.33333333,92.5,Eurasia,Kokborok,1803
kokni,182,kkz,kex,20.75,73.5,Eurasia,Kokni,704
kokota,87,kkt,kkk,-8,159.1333333,Papunesia,Kokota,1689
kola,75,koo,kvv,-5.5,134.5,Papunesia,Kola,807
kolami,148,kol,"kfb, nit",20,78.5,Eurasia,Kolami,2061
kolana,415,kln,kvw,-8.25,125.1166667,Papunesia,Kolana,361
koluri,183,klr,shm,37,48,Eurasia,Koluri,1121
kom,274,kou,bkm,6.25,10.33333333,Africa,Kom,138
kombai,445,kmb,"tyn, wng",-5.583333333,140,Papunesia,Kombai,2114
kombio,427,xbi,xbi,-3.5,142.75,Papunesia,Kombio,2655
komipermyak,468,kop,koi,59.5,54.5,Eurasia,Komi-Permyak,1605
komizyrian,468,kzy,kpv,65,55,Eurasia,Komi-Zyrian,2097
komo,300,kom,xom,8.75,33.75,Africa,Komo,1997
konda,147,kda,kfc,19.5,83,Eurasia,Konda,549
kongo,274,kon,"kng, kwy",-5,15,Africa,Kongo,2313
konjo,525,kjo,kjc,-5.466666667,120.3333333,Papunesia,Konjo,1122
konkani,182,kkn,knn,15.25,74,Eurasia,Konkani,1459
konkomba,290,kkb,xon,10,0.083333333,Africa,Konkomba,705
konkow,345,knw,mjd,39.5,-121.5,North America,Konkow,1400
konni,290,kni,kma,10.25,-1.583333333,Africa,Konni,1606
konua,489,knu,kyx,-5.833333333,154.8333333,Papunesia,Konua,550
konyagi,276,kgi,cou,12.5,-13.25,Africa,Konyagi,1038
koorete,13,kjr,kqy,5.833333333,37.83333333,Africa,Koorete,140
korafe,442,krf,kpr,-9.05,149.0833333,Papunesia,Korafe,362
korana,210,krn,kqz,-29.5,20.5,Africa,Korana,1957
koranko,292,kko,knk,9.333333333,-11.25,Africa,Koranko,706
korean,218,kor,kor,37.5,128,Eurasia,Korean,2536
koreguaje,452,kje,coe,1,-75.5,South America,Koreguaje,1553
korku,66,kku,kfq,22.5,78.5,Eurasia,Korku,1998
koromfe,290,kfe,kfz,14.25,-0.916666667,Africa,Koromfe,2466
korowai,445,krw,khe,-5.25,140,Papunesia,Korowai,1835
koryak,139,kry,kpy,61,167,Eurasia,Koryak,2062
kosop,279,ksp,kia,9.916666667,15.91666667,Africa,Kosop,139
kosraean,87,kos,kos,5.3,163,Papunesia,Kosraean,2190
kota,149,kot,kfe,11.5,77.16666667,Eurasia,Kota,1401
kotoko,5,ktk,aal,11.33333333,15.33333333,Africa,Kotoko,1312
kott,503,ktt,,57,94,Eurasia,Kott,551
kowinye,290,kow,kst,11.86666667,-2.916666667,Africa,Ko (Winye),548
koya,147,koy,kff,17.5,81.33333333,Eurasia,Koya,2078
koyraborosenni,308,kse,ses,16,0,Africa,Koyraboro Senni,2432
koyrachiini,308,kch,khq,17,-3,Africa,Koyra Chiini,2352
koyukon,262,kyn,koy,65,-155,North America,Koyukon,1180
kpan,283,kpa,kpk,7.583333333,10.16666667,Africa,Kpan,1248
kpelle,292,kpe,xpe,7,-10,Africa,Kpelle,1958
kposo,275,kpo,kpo,7.5,0.833333333,Africa,Kposo,707
kraho,238,krh,xra,-8,-48,South America,KrahíÇ,1123
krenak,240,kqq,kqq,-15.5,-41,South America,Krenak,2670
kresh,301,kre,krs,8.5,24.5,Africa,Kresh,1804
kriolfitzroycrossing,331,kfc,,-18.16666667,125.5833333,,Kriol (Fitzroy Crossing),808
kriolngukurr,331,knq,rop,-14.83333333,135,Australia,Kriol (Ngukurr),809
krongo,198,kro,kgo,10.5,30,Africa,Krongo,2497
krymchak,19,kym,uzn,45,34.25,Eurasia,Krymchak,141
kryz,267,krz,kry,41.08333333,48,Eurasia,Kryz,142
ksingmul,69,ksi,puo,21.08333333,104,Eurasia,Ksingmul,363
kualan,95,kua,,-0.416666667,110.4166667,,Kualan,143
kugunganhcara,560,knc,uwa,-14.41666667,142,Australia,Kugu Nganhcara,1934
kuiinindia,147,kui,kxu,20,83.5,Eurasia,Kui (in India),1080
kuiinindonesia,417,kiu,kvd,-8.433333333,124.55,Papunesia,Kui (in Indonesia),810
kuikuro,119,kkq,kui,-12.41666667,-53.08333333,South America,Kuikí_ro,2668
kuku,320,kuk,bfa,5.833333333,31.66666667,Africa,Kukí_,1124
kukuyalanji,560,kya,gvn,-16,145,Australia,Kuku-Yalanji,2164
kulamanen,513,kuz,mbt,7.75,125,Papunesia,Kulamanen,552
kullo,13,kul,gmo,6.75,37.08333333,Africa,Kullo,1360
kulung,512,klg,kle,27.5,87,Eurasia,Kulung,364
kuman,438,kmn,kue,-5.916666667,145,Papunesia,Kuman,1460
kumauni,182,kum,kfy,30,80,Eurasia,Kumauni,1461
kumyk,19,kuq,kum,43,47.33333333,Eurasia,Kumyk,883
kuna,127,kun,kvn,8,-77.33333333,South America,Kuna,1647
kunama,317,knm,kun,14.5,37,Africa,Kunama,2415
kunimaipa,435,kmp,kup,-8,146.8333333,Papunesia,Kunimaipa,1999
kunjen,560,kjn,kjn,-16.5,142.5,Australia,Kunjen,811
kunming,375,kug,cmn,25,102.75,Eurasia,Kunming,812
kuot,220,kuo,kto,-3.05,151.5,Papunesia,Kuot,2025
kurdishcentral,183,krd,kmr,36,44,Eurasia,Kurdish (Central),2250
kurmanji,183,kji,kmr,38,42,Eurasia,Kurmanji,1181
kurukh,150,kur,kru,22.83333333,85.5,Eurasia,Kurukh,1462
kusunda,221,kus,kgg,28,84.66666667,Eurasia,Kusunda,930
kutai,519,kuy,vkt,-0.333333333,116.6666667,Papunesia,Kutai,144
kutchin,262,kth,gwi,67,-146,North America,Kutchin,365
kutenai,222,kut,kut,49.5,-116,North America,Kutenai,2482
kuukthaayorre,560,thy,thd,-14.58333333,141.8333333,Australia,Kuuk Thaayorre,1533
kuukuyau,560,kuu,kuy,-12.58333333,143.0833333,Australia,Kuuku Ya'u,1402
kuvi,147,kuv,kxv,18.75,82.66666667,Eurasia,Kuvi,1805
kwaio,87,kwa,kwd,-8.95,161,Papunesia,Kwaio,2221
kwakwala,482,kwk,kwk,51,-127,North America,Kwakw'ala,2137
kwamera,87,kwr,tnk,-19.58333333,169.4166667,Papunesia,Kwamera,813
kwami,6,kwm,ksq,10.41666667,11,Africa,Kwami,931
kwangali,274,kwn,kwn,-18,19.5,Africa,Kwangali,1724
kwaza,223,kwz,,-12.58333333,-60.66666667,South America,Kwaza,1249
kwerba,224,kwb,kwe,-2.25,138.5,Papunesia,Kwerba,1125
kwoma,368,kwo,kmo,-4.166666667,142.75,Papunesia,Kwoma,2126
kwomtari,225,kwt,kwo,-3.5,141.5,Papunesia,Kwomtari,2650
kxoe,210,kxo,xuu,-17.5,22.5,Africa,Kxoe,1648
kyaka,433,kyk,kyc,-5.55,144.0833333,Papunesia,Kyaka,1690
kyirong,389,kgy,kgy,28.41666667,85.33333333,Eurasia,Kyirong,2613
kyuquot,481,kyq,noo,50.16666667,-127.1666667,North America,Kyuquot,1361
laal,227,laa,gdm,10,17.66666667,Africa,Laal,1649
labu,87,lab,lbu,-6.75,146.9166667,Papunesia,Labu,2634
lacandon,250,lac,lac,17,-91.5,North America,Lacandí_n,1463
lachi,405,lch,lbt,22.66666667,104.8333333,Eurasia,Lachi,366
ladakhi,389,lad,lbj,34,78,Eurasia,Ladakhi,2370
ladin,184,ldn,lld,46.58333333,11.91666667,Eurasia,Ladin,367
ladino,184,lno,lad,40,33,Eurasia,Ladino,708
lafofa,280,laf,laf,10.25,31.25,Africa,Lafofa,709
lagwan,5,lag,kot,11.5,14.83333333,Africa,Lagwan,1607
laha,405,lha,lha,21.58333333,103.9166667,Eurasia,Laha,145
lahu,380,lah,lhu,20,98.16666667,Eurasia,Lahu,2358
lai,386,lai,cnh,22.66666667,93.66666667,Eurasia,Lai,2176
lak,266,lak,lbe,42.16666667,47.16666667,Eurasia,Lak,2331
lakhota,391,lkt,lkt,43.83333333,-101.8333333,North America,Lakhota,2488
lakkia,405,lkk,lbc,24.08333333,110.1666667,Eurasia,Lakkia,1250
lalo,380,lal,ywt,25,100.25,Eurasia,Lalo,1872
lamaholot,75,lmh,slp,-8.25,122.9166667,Papunesia,Lamaholot,1554
lamang,5,lmg,hia,11.25,13.58333333,Africa,Lamang,1836
lamani,182,lmn,lmn,17,77,Eurasia,Lamani,1873
lamba,274,lmb,lam,-13,28,Africa,Lamba,1081
lame,11,lam,lme,9,14.5,Africa,Lamí©,1251
lamen,87,lmu,lmu,-16.58333333,168.1666667,Papunesia,Lamen,2637
lamnso,274,lns,lns,6.166666667,10.75,Africa,Lamnso',146
lampung,88,lmp,ljp,-5,105,Papunesia,Lampung,2000
lamulamu,560,lla,lby,-14.83333333,144.5,Australia,Lamu-Lamu,553
langi,274,lgi,lag,-4.5,36,Africa,Langi,1182
lango,320,lan,laj,2.166666667,33,Africa,Lango,2512
languedessignesfrancaise,330,lsf,fsl,47,3,Eurasia,Langue des Signes Franí_aise,368
languedessignesquebecoise,330,lsq,fcs,48,-75,North America,Langue des Signes Quí©becoise,369
lao,404,lao,lao,18,103,Eurasia,Lao,2098
laragia,59,lar,lrg,-12.66666667,130.8333333,Australia,Laragia,1691
lardil,52,lrd,lbz,-16.5,139.3333333,Australia,Lardil,370
larike,75,lrk,alo,-3.75,127.9166667,Papunesia,Larike,1183
latvian,188,lat,lav,57,24,Eurasia,Latvian,2478
lau,87,lau,llu,-9.583333333,161.5,Papunesia,Lau,371
lauje,526,lje,law,-0.5,120,Papunesia,Lauje,554
lavukaleve,396,lav,lvk,-9.083333333,159.2,Papunesia,Lavukaleve,2484
laz,205,laz,lzz,41.5,41.5,Eurasia,Laz,1252
lebeo,274,leb,agh,1.75,25,Africa,Lebeo,1126
lega,274,leg,lea,-2.833333333,27.16666667,Africa,Lega,1184
leggbo,293,agb,agb,6,8,Africa,Leggbí_,2575
leko,230,lec,lec,-15,-67.91666667,South America,Leko,2663
lele,2,lel,lln,9.083333333,15.58333333,Africa,Lele,2222
lelemi,275,llm,lef,7.333333333,0.5,Africa,Lelemi,2001
lenakel,87,len,tnl,-19.45,169.25,Papunesia,Lenakel,2251
lendu,299,ldu,led,2,30.5,Africa,Lendu,1725
lengua,248,lng,leg,-22.5,-59,South America,Lengua,932
lenguadesenasargentina,330,lsa,aed,-34,-63,South America,Lengua de Seí±as Argentina,372
lenguadesenasespanola,330,lse,ssp,40,-3,Eurasia,Lengua de Seí±as Espaí±ola,373
lepcha,379,lep,lep,27.16666667,88.5,Eurasia,Lepcha,2371
lese,303,les,les,2,29,Africa,Lese,374
lesserantilleanfrenchcreole,331,lcr,"acf, gcf",15,-61.16666667,North America,Lesser Antillean French Creole,375
leti,75,let,lti,-8.2,127.6666667,Papunesia,Leti,1726
lewo,87,lew,lww,-16.75,168.3333333,Papunesia,Lewo,1464
lezgian,267,lez,lez,41.66666667,47.83333333,Eurasia,Lezgian,2541
lhomi,389,lho,lhm,27.66666667,87.41666667,Eurasia,Lhomi,1185
lillooet,362,lil,lil,50.75,-122,North America,Lillooet,1837
limbu,512,lim,lif,27.16666667,87.75,Eurasia,Limbu,2277
limilngan,45,lml,lmc,-12.5,131.9166667,Australia,Limilngan,1513
linda,287,lnd,liy,6.5,20.75,Africa,Linda,2099
lingala,274,lin,lin,2,18.5,Africa,Lingala,2002
linguadesinaisbrasileira,330,lsb,bzs,-15,-48,South America,Lí_ngua de Sinais Brasileira,376
linguagestualportuguesa,330,lgp,psr,40,-8,Eurasia,Lí_ngua Gestual Portuguesa,147
linguaitalianadeisegni,330,lii,ise,42,13,Eurasia,Lingua Italiana dei Segni,377
linngithig,560,lnj,lnj,-12.5,142.83,Australia,Linngithig,2565
lisu,380,lis,lis,26,98,Eurasia,Lisu,1692
lithuanian,188,lit,lit,55,24,Eurasia,Lithuanian,2353
liv,465,liv,liv,56.83333333,24,Eurasia,Liv,563
lobi,290,lob,lob,10.5,-3.25,Africa,Lobi,378
logoti,304,lgt,log,3.5,30,Africa,Logoti,379
loko,292,lok,lok,9.333333333,-12.08333333,Africa,Loko,380
loma,292,lma,lom,8,-9.5,Africa,Loma,148
londo,274,ldo,bdu,5,9.166666667,Africa,Londo,1403
longgu,87,lgu,lgu,-9.75,160.6666667,Papunesia,Longgu,1806
loniu,87,lon,los,-2.066666667,147.3333333,Papunesia,Loniu,2115
lonwolwol,87,lnw,crc,-16.21666667,168,Papunesia,Lonwolwol,814
lotha,386,lot,njh,26.5,94.25,Eurasia,Lotha,1650
lou,87,lou,loj,-2.383333333,147.3166667,Papunesia,Lou,1465
loven,63,lov,lbo,15,106.3333333,Eurasia,Loven,815
lowgerman,181,lge,nds,53,10,Eurasia,Low German,149
lozi,274,loz,loz,-17.83333333,26,Africa,Lozi,933
lu,404,lu,khb,22,100.6666667,Eurasia,Lí_,1313
lua,279,lua,nie,9.75,17.75,Africa,Lua,1253
luangiua,87,lga,ojv,-5.333333333,159.4166667,Papunesia,Luangiua,150
lucazi,274,luc,lch,-14,20,Africa,Lucazi,1127
luganda,274,lda,lug,0.5,32.16666667,Africa,Luganda,2026
lugbara,304,lug,lgg,3.083333333,30.91666667,Africa,Lugbara,2314
lughatalisharatallubnaniya,330,lgh,,34,35.83333333,,Lughat al-Isharat al-Lubnaniya,381
luiseno,566,lui,lui,33.33333333,-117.1666667,North America,Luiseí±o,2228
lule,236,lul,,-28,-64,South America,Lule,710
lummi,360,lum,str,48.7,-122.6666667,North America,Lummi,151
lunda,274,lbu,lun,-10.66666667,24,Africa,Lunda,1874
lundayeh,518,lud,lnd,4,115.9166667,Papunesia,Lun Dayeh,152
lungchang,388,lun,nst,27.5,96.41666667,Eurasia,Lungchang,1186
luo,320,luo,luo,-0.5,34.75,Africa,Luo,2301
luri,183,lur,lrc,33.5,48.5,Eurasia,Luri,153
lushootseed,360,lus,lut,48,-122,North America,Lushootseed,1404
lusi,87,kkv,khl,-5.583333333,149.6666667,Papunesia,Lusi,2163
luvale,274,luv,lue,-12,22,Africa,Luvale,2460
luwo,320,jlu,lwo,8,28,Africa,Luwo,802
luxembourgish,181,lux,ltz,49.83333333,6.166666667,Eurasia,Luxemburgeois,154
luyia,274,luy,luy,0.416666667,34.5,Africa,Luyia,555
lyele,290,lye,lee,12.5,-2.666666667,Africa,Lyele,382
ma,287,ma,msj,3.5,28,Africa,Ma,1187
maale,13,mle,mdy,6,36.91666667,Africa,Maale,1405
maanyan,73,myn,mhy,-2,115,Papunesia,Ma'anyan,1514
maasai,320,maa,mas,-3,36,Africa,Maasai,2315
maba,313,mab,mde,13.75,20.83333333,Africa,Maba,2340
maca,249,mca,mca,-25,-57.5,South America,Maca,155
macaguan,164,mcg,mbn,6.5,-71.33333333,South America,Macaguíçn,383
macedonian,185,mcd,mkd,41.66666667,21.75,Eurasia,Macedonian,1838
machiguenga,536,mch,mcb,-12,-72.66666667,South America,Machiguenga,1188
macuna,452,mcn,myy,-0.333333333,-70.16666667,South America,Macuna,384
macushi,119,mac,mbc,4,-60,South America,Macushi,2337
madaincameroon,5,mda,mxu,10.83333333,14.16666667,Africa,Mada (in Cameroon),1082
madainnigeria,283,mdz,mda,8.75,8.25,Africa,Mada (in Nigeria),156
madi,304,mad,mhi,3.25,31.5,Africa,Ma'di,2045
madimadi,557,mdm,,-34.5,143.5,,Madimadi,1651
madurese,519,mdr,mad,-7,113.5,Papunesia,Madurese,1039
mae,87,mae,mme,-16,167.25,Papunesia,Mae,1727
magahi,182,mgh,mag,23.5,85.5,Eurasia,Magahi,934
magar,512,mag,mgp,28,83,Eurasia,Magar,1314
magarsyangja,512,msy,mrd,28.08333333,83.83333333,Eurasia,Magar (Syangja),157
magi,450,mgi,mgu,-10.33333333,149.3333333,Papunesia,Magi,1083
magindanao,513,mgn,mdh,6.833333333,124.5,Papunesia,Magindanao,158
mahican,17,mhc,mof,42.66666667,-73.5,North America,Mahican,385
mahmeri,62,mhm,mhe,2.833333333,101.5,Eurasia,Mah Meri,159
maidunortheast,345,mne,nmu,40,-120.6666667,North America,Maidu (Northeast),2332
maipure,553,mpr,,5.5,-67.5,South America,Maipure,1652
mairasi,448,mrs,zrs,-3.5,134,Papunesia,Mairasi,1084
maisin,87,msn,mbq,-9.5,149.1666667,Papunesia,Maisin,1900
maithili,182,mai,mai,26,86,Eurasia,Maithili,2100
majang,322,maj,mpe,6.75,35,Africa,Majang,1762
makaa,274,mkz,mcp,3.416666667,12.25,Africa,Makaa,935
makah,481,mak,myh,48.33333333,-124.6666667,North America,Makah,2379
makasae,416,mkj,mkz,-8.666666667,126.5,Papunesia,Makasae,2643
makassar,525,mks,mak,-5.416666667,119.5833333,Papunesia,Makassar,988
maklew,112,mkl,mgf,-7.666666667,139.4166667,Papunesia,Maklew,1085
makonde,274,mkd,kde,-11,40,Africa,Makonde,1040
maku,245,mkw,,0.416666667,-69.83333333,South America,Míçku,386
makua,274,mua,"mgh, xsq",-15,38.66666667,Africa,Makua,1255
malaccacreole,331,mlc,mcm,2.2,102.25,Eurasia,Malacca Creole,816
malagasy,73,mal,plt,-20,47,Africa,Malagasy,2529
malakmalak,51,mlk,mpb,-13.41666667,130.4166667,Australia,Malakmalak,2267
malay,519,mly,zsm,3,102,Eurasia,Malay,711
malayalam,149,mym,mal,10,76.5,Eurasia,Malayalam,2285
malaykualalumpur,519,myk,zlm,3.166666667,101.7,Eurasia,Malay (Kuala Lumpur),160
malayulumuar,519,mmu,zmi,2.666666667,102.5,Eurasia,Malay (Ulu Muar),161
maleu,87,mlu,mgl,-5.716666667,148.4166667,Papunesia,Maleu,1693
malgwa,5,mlg,mfi,11.5,13.75,Africa,Malgwa,1763
mali,104,mli,gcc,-4.833333333,152.25,Papunesia,Mali,162
maltese,10,mlt,mlt,35.91666667,14.41666667,Eurasia,Maltese,2138
malto,150,mto,kmj,25,87.33333333,Eurasia,Malto,1086
mam,250,mam,mvc,15,-91.83333333,North America,Mam,2252
mamanwa,513,mmn,mmn,9.416666667,125.5,Papunesia,Mamanwa,1694
mamasa,525,mms,mqj,-3.083333333,119.6666667,Papunesia,Mamasa,556
mambai,279,mmi,mcs,9.666666667,14,Africa,Mambai,2586
mambila,274,mla,"mcu, mzk",6.75,11.5,Africa,Mambila,1608
mambwe,274,mmw,mgr,-9.083333333,31.16666667,Africa,Mambwe,884
mampruli,290,mmp,maw,10.33333333,-0.666666667,Africa,Mampruli,712
mamsouthern,250,mmz,mms,14.83333333,-91.66666667,North America,Mam (Southern),81
mamvu,303,mmv,mdi,3.25,29,Africa,Mamvu,1515
manadonese,519,mds,xmm,1.5,124.8333333,Papunesia,Manadonese,1466
manam,87,mnm,mva,-4,145,Papunesia,Manam,2046
manambu,368,mbu,mle,-4.25,142.8333333,Papunesia,Manambu,163
manange,389,nmm,nmm,28.58333333,84,Eurasia,Manange,2609
manchu,21,mnc,mnc,49.5,127.5,Eurasia,Manchu,2127
mandaicmodern,10,mma,mid,31,48.5,Eurasia,Mandaic (Modern),164
mandan,391,mdn,mhq,46.5,-102.5,North America,Mandan,1901
mandar,525,mnr,mdr,-3.416666667,119.0833333,Papunesia,Mandar,165
mandarin,375,mnd,cmn,34,110,Eurasia,Mandarin,2543
mandinka,292,mdk,mnk,13,-15.66666667,Africa,Mandinka,1129
mandinkagambian,292,mkg,mnk,13.41666667,-16,Africa,Mandinka (Gambian),1362
manem,110,mem,jet,-3,140.8333333,Papunesia,Manem,713
mangapmbula,87,mmb,mna,-5.666666667,148.0833333,Papunesia,Mangap-Mbula,1609
mangarrayi,55,myi,mpc,-14.66666667,133.5,Australia,Mangarrayi,2498
mangbetu,315,mbt,mdj,2.5,26.5,Africa,Mangbetu,1653
manggarai,75,mng,mqy,-8.5,120.3333333,Papunesia,Manggarai,1935
mangghuer,20,mgg,mjg,36,102,Eurasia,Mangghuer,2206
mango,305,mgq,mge,8.75,17,Africa,Mango,2600
maninka,292,mnk,emk,10.5,-9.5,Africa,Maninka,166
maninkawestern,292,maw,mlq,13,-11,Africa,Maninka (Western),1902
manjaku,276,mjk,mfv,12,-16.25,Africa,Manjaku,387
mankanya,276,mkn,knf,12.08333333,-15.91666667,Africa,Mankanya,167
mankon,274,mkq,nge,6,10.16666667,Africa,Mankon,2592
mano,273,man,mev,7,-9,Africa,Mano,1764
manobowesternbukidnon,513,mwb,mbb,7.666666667,124.75,Papunesia,Manobo (Western Bukidnon),1765
mansi,464,mns,mns,62,62,Eurasia,Mansi,2268
mantjiltjara,559,mnj,mpj,-22.66666667,125.0833333,Australia,Mantjiltjara,714
manx,187,mnx,glv,54.16666667,-4.5,Eurasia,Manx,817
maori,87,mao,mri,-40,176,Papunesia,Maori,2532
mapoyo,119,mpy,mcg,6,-67,South America,Mapoyo,388
mapudungun,25,map,arn,-38,-72,South America,Mapudungun,2502
mara,555,mra,mec,-15,135.1666667,Australia,Mara,1936
maranao,513,mrn,mrw,7.833333333,124.25,Papunesia,Maranao,1189
maranungku,564,mku,zmr,-13.66666667,130,Australia,Maranungku,2383
marathi,182,mhi,mar,19,76,Eurasia,Marathi,2323
marchha,389,mrc,rnp,30.25,79.58333333,Eurasia,Marchha,936
margany,560,mny,zmc,-27,144.5,Australia,Margany,1839
margi,5,mrg,mrt,11,13,Africa,Margi,2335
maricopa,170,mar,mrc,33.16666667,-113.1666667,North America,Maricopa,2479
marihill,466,mah,mrj,57,58,Eurasia,Mari (Hill),937
marimeadow,466,mme,mhr,57,48,Eurasia,Mari (Meadow),2155
marind,246,mrd,mrz,-7.833333333,140.1666667,Papunesia,Marind,2338
maring,438,mav,mbw,-5.5,144.6666667,Papunesia,Maring,715
maringarr,565,mrr,zmt,-14.25,130,Australia,Maringarr,1041
marquesan,87,mrq,"mqm, mrq",-8.916666667,-140.0833333,Papunesia,Marquesan,557
marrithiyel,565,mrh,mfr,-13.83333333,130,Australia,Marrithiyel,1467
marshallese,87,msh,mah,7.116666667,171.05,Papunesia,Marshallese,1130
martiniquecreole,331,mqc,gcf,14.66666667,-61,North America,Martinique Creole,168
martuthunira,559,mrt,vma,-20.83333333,116.5,Australia,Martuthunira,2489
martuwangka,559,mwa,mpj,-21.5,126,Australia,Martu Wangka,716
maru,380,mru,mhx,23.5,98.5,Eurasia,Maru,1695
masa,11,mas,mcn,10.5,15.5,Africa,Masa,1610
masakin,281,msk,jle,10.66666667,30,Africa,Masakin,1406
masalit,313,msl,mls,13.33333333,22,Africa,Masalit,2101
massachusett,17,mtt,wam,42.5,-71,North America,Massachusett,1407
matis,342,mts,mpq,-4.416666667,-70.25,South America,Matis,1555
matngele,54,mdl,zml,-13.83333333,130.4166667,Australia,Matngele,1128
matses,342,myr,mcf,-5.416666667,-73.25,South America,Matsí©s,1468
mattole,262,mtl,mvb,40.16666667,-124.1666667,North America,Mattole,389
matukar,87,mtk,mjk,-4.916666667,145.75,Papunesia,Matukar,169
matuumbi,274,mtb,mgw,-8.5,39,Africa,Matuumbi,1315
mauka,292,mka,mxx,8.333333333,-7.5,Africa,Mauka,1937
maung,38,mau,mph,-11.91666667,133.5,Australia,Maung,2465
mauritiancreole,331,mcr,mfe,-20.33333333,57.5,Africa,Mauritian Creole,989
mawchi,182,mwc,mke,21.33333333,73.66666667,Eurasia,Mawchi,717
maxakali,239,max,mbl,-18,-40,South America,Maxakalí_,1363
maya,79,mya,slz,-1.25,130.9166667,Papunesia,Ma'ya,1254
maybrat,493,may,ayz,-1.333333333,132.5,Papunesia,Maybrat,2505
mayiyapi,560,myy,,-20,141,Australia,Mayi-Yapi,718
mayo,475,myo,mfy,26,-108,North America,Mayo,558
mayogo,287,myg,mdm,3,29,Africa,Mayogo,2587
mazahua,336,maz,"maz, mmc",19.41666667,-99.91666667,North America,Mazahua,1516
mazanderani,183,mzn,mzn,36.5,52,Eurasia,Mazanderani,885
mazatecchiquihuitlan,339,mzc,maq,17.75,-96.91666667,North America,Mazatec (Chiquihuitlíçn),1903
mazatechuautla,339,mzh,mau,18.25,-96.83333333,North America,Mazatec (Huautla),1408
mba,287,mba,mfc,1,25,Africa,Mba,1904
mbabaram,560,mbb,,-17.16666667,145,Australia,Mbabaram,1611
mbalanhu,274,mhu,lnb,-17.5,15,Africa,Mbalanhu,990
mbara,5,mbr,mpk,11,15.41666667,Africa,Mbara,1654
mbay,305,mby,myb,8.25,17.5,Africa,Mbay,2156
mbe,274,mbz,mtk,6.283333333,11.08333333,Africa,Mbe',170
mbere,274,mbe,mdt,-0.5,14,Africa,Mbere,1131
mbili,274,mbi,baw,6.116666667,10.2,Africa,Mbili,1556
mbodomo,537,mdo,gmm,4.5,15.5,Africa,Mbodomo,1364
mbole,274,mbl,mdq,-0.666666667,24.66666667,Africa,Mbole,1087
mbosi,274,mdw,mdw,-1.25,15.5,Africa,Mbosi,2593
mbugu,1,mbg,mhd,-4.333333333,38.16666667,Africa,Mbugu,719
mbum,279,mbm,mdd,7.75,13.16666667,Africa,Mbum,1959
meen,322,mee,mym,5,37,Africa,Me'en,1766
mehek,371,mhk,nux,-3.75,142.5,Papunesia,Mehek,559
mehri,10,meh,gdq,17,51.5,Eurasia,Mehri,1960
meithei,386,mei,mni,24.75,94,Eurasia,Meithei,2494
mekens,454,mek,skf,-12.5,-61.5,South America,Mekens,1517
mekeo,87,mke,mek,-8.333333333,146.5,Papunesia,Mekeo,1190
melanau,518,mel,mel,2.5,111.5,Papunesia,Melanau,171
melayubetawi,331,meb,bew,-6.5,107,Papunesia,Melayu Betawi,560
mende,292,mde,men,7.833333333,-11.5,Africa,Mende,2116
menomini,17,men,mez,45.5,-88.33333333,North America,Menomini,2079
