"","ISO","lang.family","lang.genus","native.country","native.country.area","language","lat","lon","mean.temp","sum.precip","sd.temp","growing.season","pop_log","morphological.complexity","complexity.bias","p.complexity.bias","mono.complexity.bias","open.complexity.bias","scaled.LDT.ZM","scaled.LDT.H","scaled.LDT.TTR","stock","region","mean.length","mean.dependency.length","information.density","syllable.rate","information.rate","mean.aoa","normalized.vowel.diversity","normalized.consonant.diversity","normalized.tone.diversity","normalized.phoneme.diversity","distance.from.origin","area_log","perimeter_log","n.neighbors_log","sd.precip_log","ratio.L2.L1_log","n.L1.speakers_log","n.L2.speakers_log","n.phonemes_log","n.consonants_log","n.vowels_log","n.sonorants_log","n.obstruents_log","n.monophthongs_log","n.qual.monophthongs_log","n.tones_log"
"1630","bps","Austronesian","South Mindanao","Philippines","Asia","bilaan",6,125.33,27.09445,161.972,159.8095,8.16665,4.95787,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9563874358723,12.1424084087613,0.916290731874155,-0.350054053344617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1631","bkd","Austronesian","Southern Philippines","Philippines","Asia","binukid",8.25,124.83,25.2958,178.333,84.462,11,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6858471340795,12.7572644799627,2.07944154167984,-0.427097408235278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1632","bcl","Austronesian","Meso-Philippine","Philippines","Asia","bikol",13.33,123.5,27.0083,256.625,130.551,12,6.39794,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01754385964912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4699027185089,14.5082491550654,2.56494935746154,0.0240094524603519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1633","blw","Austronesian","Northern Philippines","Philippines","Asia","balangao",17.17,121.17,NA,NA,NA,NA,4.32779,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.40277777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3504784074728,11.4504541390449,2.56494935746154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1634","bnc","Austronesian","Northern Philippines","Philippines","Asia","bontok",17.08,120.92,NA,NA,NA,NA,4.60206,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8307380066466,11.5437746963857,2.484906649788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1635","ceb","Austronesian","Meso-Philippine","Philippines","Asia","cebuano",10,124,27.276,159.3515,63.788,11.35,7.30197,10,0.240255267,0.161654422,0.152780982,0.189064353,-0.129429642,-1.462399916,-0.774245191,"Austronesian","Oceania",4.61764705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9654960211628,15.6669838029419,3.61091791264422,-0.289951311895824,-0.292256160326555,16.5501137538933,16.2578575933335,NA,NA,NA,NA,NA,NA,NA,NA
"1636","dgc","Austronesian","Northern Philippines","Philippines","Asia","dumagatcasiguran",16.33,122,26.5938,240.604,103.659,11.5,2.78247,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67647058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5878050135563,12.9392839334865,2.56494935746154,0.457171650430357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1637","hil","Austronesian","Meso-Philippine","Philippines","Asia","hiligaynon",10.25,123,27.10395,175.0295,96.2825,10.10525,6.8451,12,NA,NA,NA,NA,-0.848740732,-1.683648261,-0.983070479,"Austronesian","Oceania",4.64516129032258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1894843109863,14.8241893863309,3.55534806148941,-0.269187489815617,-0.435102839694547,15.6616003717374,15.2264975316745,NA,NA,NA,NA,NA,NA,NA,NA
"1638","hnn","Austronesian","Meso-Philippine","Philippines","Asia","hanunoo",12.33,121.25,NA,NA,NA,NA,4.11461,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.70588235294118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.699259008661,11.7415022296133,1.38629436111989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639","ibg","Austronesian","Northern Philippines","Philippines","Asia","ibanag",17.5,121.67,27.3,157.167,104.312,9,5.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61764705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3627643798564,13.0498055877121,2.83321334405622,0.726968729035456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1640","ifb","Austronesian","Northern Philippines","Philippines","Asia","ifugaobatad",16.83,121.08,NA,NA,NA,NA,4.63347,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2334231799866,11.8935512830647,2.39789527279837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1641","ilo","Austronesian","Northern Philippines","Philippines","Asia","ilocano",16,121,22.33375,279.5435,273.508,8.725,6.90309,13,NA,NA,NA,NA,-0.736731372,-1.481598102,-0.725086023,"Austronesian","Oceania",4.38235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8287682781953,15.1295951826021,4.15888308335967,0.00762088713136107,-1.16155987121987,15.8099795519198,14.6484196808994,3.04452243772342,2.83321334405622,1.38629436111989,1.94591014905531,2.30258509299405,1.38629436111989,1.38629436111989,NA
"1642","isd","Austronesian","Northern Philippines","Philippines","Asia","isnag",18.25,121,NA,NA,NA,NA,4.47712,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77631578947368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0651597911098,12.2233967135384,1.94591014905531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1643","itv","Austronesian","Northern Philippines","Philippines","Asia","itawis",17.75,121.5,27.7917,139.833,99.883,8,5.12751,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48529411764706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0056685811855,12.3624052289878,2.19722457733622,0.721928981985397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1644","ivv","Austronesian","Northern Philippines","Philippines","Asia","ivatansouthern",20.33,121.83,25.8917,235.833,112.423,12,4.54407,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07731958762887,NA,NA,NA,NA,NA,-1.2345266,0.12048546,-0.7687792,-0.627606761,13119.01,9.13540128531169,11.5520788681659,0,0.86082030434808,NA,NA,NA,3.13549421592915,2.94443897916644,1.38629436111989,2.07944154167984,2.39789527279837,1.38629436111989,1.38629436111989,NA
"1645","kyj","Austronesian","Northern Philippines","Philippines","Asia","karao",16.5,120.83,NA,NA,NA,NA,3.14613,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.61420419871737,10.967059710559,1.79175946922805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1646","kne","Austronesian","Northern Philippines","Philippines","Asia","kankanay",16.75,120.58,NA,NA,NA,NA,5.17609,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45161290322581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9497471111749,12.1933267607549,2.19722457733622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1647","pam","Austronesian","Northern Philippines","Philippines","Asia","kapampangan",15.33,120.5,27.1583,239.875,258.941,7.5,6.27815,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61764705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3872810830367,13.1771715872327,2.07944154167984,0.0490758376465926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1648","mbt","Austronesian","Southern Philippines","Philippines","Asia","kulamanen",7.75,125,NA,NA,NA,NA,4.47712,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2475657185229,11.9820412001547,2.30258509299405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1649","mdh","Austronesian","Southern Philippines","Philippines","Asia","magindanao",6.83,124.5,27.5417,180.5,76.193,12,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.34272300469484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.432115988382,12.8705090891395,2.19722457733622,-1.02750166121016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1650","mmn","Austronesian","Meso-Philippine","Philippines","Asia","mamanwa",9.42,125.5,NA,NA,NA,NA,3.71198,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.14867771158408,11.0020998412042,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1651","mrw","Austronesian","Southern Philippines","Philippines","Asia","maranao",7.83,124.25,NA,NA,NA,NA,5.88996,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.38235294117647,NA,NA,NA,NA,NA,-1.2345266,-1.5544112,-0.7687792,-1.185905651,14136.36,12.508644562002,12.6488560172559,1.79175946922805,NA,NA,NA,NA,2.83321334405622,2.56494935746154,1.38629436111989,1.6094379124341,2.07944154167984,1.38629436111989,1.38629436111989,NA
"1652","mbb","Austronesian","Southern Philippines","Philippines","Asia","manobowesternbukidnon",7.67,124.75,NA,NA,NA,NA,4.27953,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.98571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1198976915657,11.9988147464462,1.79175946922805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1653","pag","Austronesian","Northern Philippines","Philippines","Asia","pangasinan",15.92,120.33,27.775,195.75,204.896,8,6.06617,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.59090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4162273223911,11.873762734401,0.693147180559945,0.112792827475122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1654","tiy","Austronesian","South Mindanao","Philippines","Asia",NA,6.75,124.17,NA,NA,NA,NA,4.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07649572649573,NA,NA,NA,NA,NA,-0.4846364,-0.7169629,-0.7687792,-0.656792827,14156.81,11.1205789308551,12.0823897398176,1.38629436111989,NA,NA,NA,NA,3.09104245335832,2.77258872223978,1.79175946922805,1.94591014905531,2.19722457733622,1.79175946922805,1.79175946922805,NA
"1655","dmk","Indo-European","Indic","Pakistan","Asia","dumaki",36.17,74,NA,NA,NA,NA,2.69897,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.47193207824512,9.67526864335514,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1656","pks","Sign Languages","","Pakistan","Asia","indopakistanisignlanguagekarachidialect",28,68,27.0167,9.083,11.293,0,1.699,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0433479340316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1657","gwc","Indo-European","Indic","Pakistan","Asia","kalami",35.5,72.5,NA,NA,NA,NA,4.60206,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42857142857143,NA,NA,NA,NA,NA,-0.4846364,-0.7169629,0.54663194,-0.218322461,8051.176,10.5569839274663,12.0400652855868,1.94591014905531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1658","kls","Indo-European","Indic","Pakistan","Asia","kalasha",35,72,NA,NA,NA,NA,3.70148,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56310679611651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0228693095562,11.2316627443206,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1659","pst","Indo-European","Iranian","Pakistan","Asia","pashto",33,67,19.0431,22.889,18.69,2.1667,6.89887,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97398843930636,NA,NA,NA,NA,NA,-0.4846364,0.9579338,-0.7687792,-0.098493936,7564.181,15.082127966098,14.0285488224203,2.30258509299405,2.19168705127807,NA,NA,NA,3.63758615972639,3.43398720448515,1.94591014905531,2.07944154167984,3.13549421592915,1.94591014905531,1.38629436111989,NA
"1660","trw","Indo-European","Indic","Pakistan","Asia",NA,34.25,72,NA,NA,NA,NA,4.77815,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.72469807816,11.3356989066002,1.94591014905531,NA,NA,NA,NA,3.93182563272433,3.63758615972639,2.56494935746154,2.07944154167984,3.40119738166216,2.56494935746154,1.94591014905531,NA
"1661","psr","Sign Languages","","Portugal","Europe","linguagestualportuguesa",40,-8,12.25,114.167,66.25,7,3.90309,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60271536667327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1662","guq","Tupian","Tupi-Guaraní","Paraguay","South America","ache",-25.25,-55.17,NA,NA,NA,NA,3.17609,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7790135442428,13.6241902334373,1.6094379124341,NA,NA,NA,NA,3.04452243772342,2.39789527279837,2.30258509299405,1.79175946922805,1.6094379124341,2.30258509299405,1.6094379124341,NA
"1663","gva","Mascoian","Mascoian","Paraguay","South America","guana",-22,-58,24.6542,107.958,46.462,11.5,1.74036,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.79026911147866,11.693912798751,1.38629436111989,1.15477205587831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1664","leg","Mascoian","Mascoian","Paraguay","South America","lengua",-22.5,-59,24.6417,56.25,32.168,7,3.8264,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.61184210526316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7118385537255,13.4826930347347,1.94591014905531,1.21834897027044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1665","mca","Matacoan","Matacoan","Paraguay","South America","maca",-25,-57.5,22.6354,94.375,40.638,10,3.17609,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17105263157895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.85252191733537,11.8487188998291,0.693147180559945,1.27770642070299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1666","ale","Eskimo-Aleut","Eskimo-Aleut","USA","North America","aleut",54,-166,2.4833,57.125,16.461,3,2.6902,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.30769230769231,NA,NA,NA,NA,NA,-1.2345266,0.9579338,-0.7687792,-0.348457316,14629.42,11.6606512636657,14.0395820785818,0.405465108108164,1.63835573259148,NA,NA,NA,3.58351893845611,3.40119738166216,1.79175946922805,2.484906649788,2.89037175789616,1.79175946922805,1.09861228866811,NA
"1667","alr","Chukotko-Kamchatkan","Northern Chukotko-Kamchatkan","Russia","Eurasia","alutor",61,165,-2.6,35.917,13.996,4,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0550754801938,14.052878856142,1.09861228866811,2.34435064222651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1668","ani","Nakh-Daghestanian","Avar-Andic-Tsezic","Russia","Eurasia","andi",42.75,46.25,NA,NA,NA,NA,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.13924050632911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5667681334898,11.39910705977,2.30258509299405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1669","aqc","Nakh-Daghestanian","Lezgic","Russia","Eurasia","archi",42,46.83,NA,NA,NA,NA,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25316455696202,NA,NA,NA,NA,NA,-0.4846364,0.9579338,-0.7687792,-0.098493936,6097.646,8.42617379302907,10.254778026198,1.79175946922805,NA,NA,NA,NA,4.51085950651685,4.39444915467244,2.30258509299405,3.46573590279973,3.89182029811063,2.30258509299405,2.30258509299405,NA
"1670","alt","Altaic","Turkic","Russia","Eurasia","altaisouthern",51,87,NA,NA,NA,NA,4.30103,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74074074074074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3911833921684,14.3189368742483,2.19722457733622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1671","akv","Nakh-Daghestanian","Avar-Andic-Tsezic","Russia","Eurasia","akhvakh",42.33,46.33,NA,NA,NA,NA,3.54407,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.68487394957983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.19181069643,11.5844923541627,2.19722457733622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1672","kap","Nakh-Daghestanian","Avar-Andic-Tsezic","Russia","Eurasia","bezhta",42.08,46.17,NA,NA,NA,NA,3.47712,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.44935727244668,10.9233451925153,1.94591014905531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1673","kva","Nakh-Daghestanian","Avar-Andic-Tsezic","Russia","Eurasia","bagvalal",42.58,46.17,NA,NA,NA,NA,3.30103,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64102564102564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9243725065402,11.6449444645047,2.484906649788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1674","ckt","Chukotko-Kamchatkan","Northern Chukotko-Kamchatkan","Russia","Eurasia","chukchi",67,-173,-9.0312,29.063,12.177,2.75,4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5625,NA,NA,NA,NA,NA,-0.4846364,-0.7169629,-0.7687792,-0.656792827,13188.8,16.7283659864688,16.4167727806238,1.94591014905531,2.72094668283723,NA,NA,NA,3.09104245335832,2.70805020110221,1.94591014905531,1.6094379124341,2.30258509299405,1.94591014905531,1.79175946922805,NA
"1675","cji","Nakh-Daghestanian","Avar-Andic-Tsezic","Russia","Eurasia","chamalal",42.55,46.05,NA,NA,NA,NA,3.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.39473684210526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8240690658274,11.5570667445636,2.56494935746154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1676","clw","Altaic","Turkic","Russia","Eurasia","chulym",54.33,89.67,NA,NA,NA,NA,2.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8315028248101,12.0915704719551,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1677","dlg","Altaic","Turkic","Russia","Eurasia","dolgan",71.25,98,-12.0778,25.972,14.849,2.6667,3.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61538461538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.820697058984,15.5831378408672,1.6094379124341,2.83532875206097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1678","eve","Altaic","Tungusic","Russia","Eurasia","even",68,130,NA,NA,NA,NA,3.87754,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28169014084507,NA,NA,NA,NA,NA,-0.4846364,-0.7169629,-0.7687792,-0.656792827,11445.09,12.9554063789372,13.8114553466983,1.09861228866811,NA,NA,NA,NA,3.58351893845611,3.04452243772342,2.70805020110221,2.30258509299405,2.39789527279837,2.70805020110221,2.07944154167984,NA
"1679","gdo","Nakh-Daghestanian","Avar-Andic-Tsezic","Russia","Eurasia","godoberi",42.67,46.08,NA,NA,NA,NA,3.47712,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68421052631579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.09955428237636,10.2171662650136,2.19722457733622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1680","gin","Nakh-Daghestanian","Avar-Andic-Tsezic","Russia","Eurasia","hinukh",42.17,46,NA,NA,NA,NA,2.30103,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.20985248130127,10.1255905626751,2.07944154167984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1681","huz","Nakh-Daghestanian","Avar-Andic-Tsezic","Russia","Eurasia","hunzib",42.17,46.25,NA,NA,NA,NA,3.30103,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0875,NA,NA,NA,NA,NA,1.3900889,0.9579338,-0.7687792,0.526414511,6072.393,9.63593485137951,10.9804505097992,1.79175946922805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1682","inh","Nakh-Daghestanian","Nakh","Russia","Eurasia","ingush",43.17,45.08,2.24445,83.722,42.793,3.91665,5.36232,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93589743589744,NA,NA,NA,NA,NA,-0.4846364,1.79538213,-0.7687792,0.180655509,6076.723,13.7045600026632,13.1803794233727,1.79175946922805,2.0553345388366,NA,NA,NA,3.87120101090789,3.55534806148941,2.56494935746154,1.79175946922805,3.36729582998647,2.19722457733622,1.79175946922805,NA
"1683","itl","Chukotko-Kamchatkan","Southern Chukotko-Kamchatkan","Russia","Eurasia","itelmen",57,157.5,NA,NA,NA,NA,1.77815,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17532467532468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2309827771264,13.2005699388542,1.38629436111989,NA,NA,NA,NA,3.46573590279973,3.29583686600433,1.6094379124341,2.39789527279837,2.77258872223978,1.6094379124341,1.6094379124341,NA
"1684","izh","Uralic","Finnic","Russia","Eurasia","izhor",59,29,4.9583,52.417,18.54,5,2.48001,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1969696969697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2795225229865,13.4098149232869,1.94591014905531,2.22745198017853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685","kbd","Northwest Caucasian","Northwest Caucasian","Russia","Eurasia","kabardian",43.5,43.5,10.4417,31.833,15.379,5,6.00518,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.42105263157895,NA,NA,NA,NA,NA,-1.2345266,1.79538213,-0.7687792,-0.06930787,6016.822,12.6558990773371,12.3162333717209,1.25276296849537,2.03318815716237,NA,NA,NA,4.02535169073515,3.89182029811063,1.94591014905531,1.6094379124341,3.78418963391826,1.94591014905531,0.693147180559945,NA
"1686","ket","Yeniseian","Yeniseian","Russia","Eurasia","ket",64,87,-6.8,45.333,16.233,3,2.74036,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4044776119403,NA,NA,NA,NA,NA,1.3900889,-0.7169629,-0.7687792,-0.031884379,9550.919,14.3916406594482,14.4907009765699,1.09861228866811,2.74648855701181,NA,NA,NA,3.46573590279973,2.89037175789616,2.63905732961526,1.79175946922805,2.484906649788,2.63905732961526,1.94591014905531,NA
"1687","khv","Nakh-Daghestanian","Avar-Andic-Tsezic","Russia","Eurasia","khvarshi",42.25,46.17,NA,NA,NA,NA,2.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27848101265823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.07406235368355,10.7345253604355,2.30258509299405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1688","xas","Uralic","Samoyedic","Russia","Eurasia","kamass",52,92,NA,NA,NA,NA,1.69897,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1689","koi","Uralic","Finnic","Russia","Eurasia","komipermyak",59.5,54.5,NA,NA,NA,NA,5.06446,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.264437373483,13.2939323316112,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1690","krk","Chukotko-Kamchatkan","Northern Chukotko-Kamchatkan","Russia","Eurasia","kerek",62.25,175,NA,NA,NA,NA,1.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1621259826477,12.8463885074441,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691","kpt","Nakh-Daghestanian","Avar-Andic-Tsezic","Russia","Eurasia","karata",42.58,46.33,NA,NA,NA,NA,3.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.79746835443038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6029646567909,11.2987416550275,2.484906649788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1692","kpy","Chukotko-Kamchatkan","Northern Chukotko-Kamchatkan","Russia","Eurasia","koryak",61,167,-3.9306,37.139,12.878,3.3333,3.54407,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1875,NA,NA,NA,NA,NA,-0.4846364,-0.7169629,-0.7687792,-0.656792827,13290.66,15.4052554290974,15.6986379008549,1.79175946922805,2.41981686562177,NA,NA,NA,3.04452243772342,2.77258872223978,1.6094379124341,1.94591014905531,2.19722457733622,1.6094379124341,1.6094379124341,NA
"1693","kca","Uralic","Ugric","Russia","Eurasia","khanty",65,65,-3.1274,42.321,19.57,3.8571,4.07918,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1125,NA,NA,NA,NA,NA,-0.4846364,-0.7169629,-0.7687792,-0.656792827,8691.389,16.3060983726642,15.9381390953431,1.6094379124341,2.63370732956692,NA,NA,NA,3.43398720448515,2.89037175789616,2.56494935746154,2.19722457733622,2.19722457733622,2.56494935746154,2.56494935746154,NA
"1694","kpv","Uralic","Finnic","Russia","Eurasia","komizyrian",62,50,-1.1217,47.458,16.601,4.4,5.41863,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79166666666667,NA,NA,NA,NA,NA,1.3900889,0.9579338,-0.7687792,0.526414511,8381.375,16.7899704706927,15.2583967140926,1.6094379124341,2.49032527581486,NA,NA,NA,3.58351893845611,3.36729582998647,1.94591014905531,2.07944154167984,3.04452243772342,1.94591014905531,1.94591014905531,NA
"1695","mrj","Uralic","Finnic","Russia","Eurasia","marihill",57,58,NA,NA,NA,NA,4.81954,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5063740512483,11.9222365013395,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
